,FileName,Nose_x,Nose_y,LeftEye_x,LeftEye_y,RightEye_x,RightEye_y,LeftEar_x,LeftEar_y,RightEar_x,RightEar_y,LeftShoulder_x,LeftShoulder_y,RightShoulder_x,RightShoulder_y,LeftElbow_x,LeftElbow_y,RightElbow_x,RightElbow_y,LeftWrist_x,LeftWrist_y,RightWrist_x,RightWrist_y,LeftHip_x,LeftHip_y,RightHip_x,RightHip_y,LeftKnee_x,LeftKnee_y,RightKnee_x,RightKnee_y,LeftAnkle_x,LeftAnkle_y,RightAnkle_x,RightAnkle_y,target
10,DATASET/TRAIN/goddess/00000366.jpg,0.5243856,0.23924525,0.5350838,0.2252635,0.51537335,0.22390702,0.5500102,0.2421903,0.49777701,0.23948643,0.5853869,0.31586057,0.45562443,0.31766146,0.6372027,0.31709528,0.39370137,0.31324238,0.6732444,0.2362828,0.3527089,0.2167097,0.5632868,0.5511887,0.45992646,0.5532834,0.6356434,0.6162652,0.39982265,0.62369317,0.67561275,0.7850297,0.36087853,0.79205304,goddess
11,DATASET/TRAIN/goddess/00000385.jpg,0.4897222,0.32183763,0.4966793,0.31104013,0.481787,0.31132957,0.5094324,0.3257062,0.46932507,0.32796726,0.5326667,0.3806405,0.45320573,0.38268828,0.5547413,0.2884975,0.42197987,0.29391155,0.572962,0.1915125,0.40902025,0.20916043,0.5234482,0.6198681,0.45287427,0.62053233,0.59112334,0.66502434,0.40358192,0.6679471,0.6142504,0.82011384,0.35231376,0.8308949,goddess
12,DATASET/TRAIN/goddess/00000379.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5021349,0.8257778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811274,0.78031266,goddess
13,DATASET/TRAIN/goddess/00000137.jpg,0.5076768,0.18782435,0.5382836,0.16644478,0.48724744,0.16060811,0.5744877,0.20543776,0.45789304,0.19021522,0.64637667,0.32411882,0.38176924,0.29024974,0.76456094,0.4271105,0.22983436,0.3310393,0.8459776,0.43715745,0.16945012,0.25433558,0.56696534,0.6043374,0.35241938,0.5931637,0.7559464,0.612671,0.21774304,0.6100049,0.86282825,0.8530291,0.09479053,0.8539647,goddess
14,DATASET/TRAIN/goddess/00000106.jpg,0.4813669,0.29215986,0.48947752,0.2790682,0.4720832,0.2784703,0.5028915,0.30175668,0.45617923,0.30116606,0.5364478,0.3840348,0.43149647,0.37789416,0.5806146,0.3779552,0.37797096,0.36537403,0.62145776,0.2840448,0.33637887,0.28982246,0.52375656,0.63399416,0.43591678,0.63170975,0.60363567,0.7142493,0.37640303,0.71303463,0.62718713,0.8868466,0.30382168,0.89482033,goddess
15,DATASET/TRAIN/goddess/00000392.jpg,0.48826453,0.22217338,0.49947453,0.20876631,0.47387114,0.21020217,0.51856387,0.23464966,0.45252132,0.23973659,0.56411546,0.32413453,0.4229941,0.32179174,0.62821907,0.3393482,0.34331796,0.30827639,0.6895723,0.2776718,0.2763287,0.22586653,0.54908764,0.57577235,0.43518755,0.576567,0.6411474,0.6798113,0.3639077,0.68558145,0.6785824,0.82497776,0.28003532,0.83987516,goddess
16,DATASET/TRAIN/goddess/00000096.jpg,0.5077368,0.11075953,0.5179218,0.091893494,0.4956431,0.091837555,0.53492707,0.12007897,0.47302496,0.121018805,0.60063064,0.24061294,0.42177185,0.24530725,0.6367816,0.3860422,0.38188285,0.4075655,0.55130726,0.3959575,0.4725748,0.40054742,0.5790001,0.5429513,0.4313403,0.54513294,0.68207633,0.6765792,0.35253978,0.67846304,0.72747725,0.9138639,0.27845985,0.91095537,goddess
17,DATASET/TRAIN/goddess/00000381.jpg,0.5077368,0.11075953,0.5179218,0.091893494,0.4956431,0.091837555,0.53492707,0.12007897,0.47302496,0.121018805,0.60063064,0.24061294,0.42177185,0.24530725,0.6367816,0.3860422,0.38188285,0.4075655,0.55130726,0.3959575,0.4725748,0.40054742,0.5790001,0.5429513,0.4313403,0.54513294,0.68207633,0.6765792,0.35253978,0.67846304,0.72747725,0.9138639,0.27845985,0.91095537,goddess
18,DATASET/TRAIN/goddess/00000202.jpg,0.49315426,0.38250622,0.4984079,0.37217525,0.48838568,0.3709848,0.5063487,0.38623145,0.47934335,0.38294518,0.5303107,0.44517642,0.45641255,0.4419939,0.5579616,0.46110025,0.41907838,0.45280504,0.5844686,0.40669245,0.4027194,0.39155567,0.52481747,0.60406685,0.46620625,0.6047077,0.5667714,0.6463641,0.4292869,0.65136594,0.58041286,0.77632546,0.39527816,0.7839681,goddess
19,DATASET/TRAIN/goddess/00000308.jpg,0.53294337,0.15980075,0.5391698,0.14552692,0.5198491,0.14467873,0.0,0.0,0.49164954,0.1666525,0.58295166,0.26174217,0.4638732,0.2607203,0.59354764,0.3845129,0.48156866,0.39148462,0.5731787,0.3112865,0.53251135,0.30478823,0.57439864,0.48918277,0.46806434,0.4901696,0.6633498,0.5845877,0.3947735,0.59137505,0.6718046,0.77142656,0.30800346,0.78068036,goddess
20,DATASET/TRAIN/goddess/00000223.jpg,0.63047254,0.19440891,0.64060926,0.17079791,0.61785495,0.17199224,0.6608135,0.19156471,0.5971376,0.1964518,0.70444965,0.30636963,0.56578004,0.2993322,0.7434085,0.486069,0.51496637,0.47689468,0.6702206,0.42932975,0.59344435,0.4308552,0.6814834,0.59139067,0.5639224,0.5865987,0.7737411,0.6283667,0.49498957,0.6122247,0.83286554,0.88495976,0.41888648,0.8717687,goddess
21,DATASET/TRAIN/goddess/00000290.jpg,0.4566467,0.26674157,0.47357816,0.25308874,0.44045502,0.25266075,0.49373123,0.2759124,0.41065335,0.27403662,0.5498824,0.3549388,0.35862112,0.35291094,0.6652199,0.3371132,0.2575165,0.31665802,0.7327901,0.28899518,0.1976385,0.24700771,0.5252901,0.61293674,0.38133696,0.61402196,0.607214,0.7606896,0.31577292,0.76393205,0.6612078,0.93326473,0.25811055,0.93575394,goddess
22,DATASET/TRAIN/goddess/00000231.jpg,0.46235758,0.17697926,0.4735907,0.15984564,0.44825563,0.1628104,0.4919928,0.18100193,0.42890146,0.1888049,0.5323056,0.27299756,0.39860386,0.28062475,0.60047644,0.2873649,0.32356843,0.2849534,0.64187926,0.1833527,0.28085458,0.15117869,0.5099401,0.5388091,0.41299435,0.54429513,0.5763807,0.6785169,0.39169705,0.68893486,0.5742342,0.8436144,0.3303832,0.85785955,goddess
23,DATASET/TRAIN/goddess/00000376.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.4575494,0.083477356,0.63343513,0.08441524,0.3301254,0.21370737,0.70422333,0.23777254,0.19415243,0.37571186,0.8493513,0.39645594,0.22665897,0.44963726,0.9144949,0.42341375,0.38552442,0.55965483,0.6380712,0.5668869,0.0,0.0,0.6540293,0.7181536,0.0,0.0,0.0,0.0,goddess
24,DATASET/TRAIN/goddess/00000264.jpg,0.5379379,0.36149168,0.5485376,0.34747314,0.5295089,0.34719718,0.5636343,0.35598183,0.51821405,0.35492885,0.5742786,0.42381582,0.50458276,0.40339783,0.5731812,0.47681725,0.4868904,0.41702297,0.5612102,0.43405446,0.50253,0.39847398,0.5536399,0.59133166,0.5036797,0.5788246,0.5047864,0.7120183,0.42996904,0.6991917,0.5359056,0.89852107,0.45671746,0.90221184,goddess
25,DATASET/TRAIN/goddess/00000310.jpg,0.4954724,0.40894046,0.5013642,0.39436164,0.48465994,0.3966735,0.51115054,0.40483892,0.46586594,0.41088748,0.54192805,0.46827346,0.4437143,0.46694002,0.60129535,0.4610178,0.3762911,0.44518268,0.633561,0.38333157,0.3386684,0.36524844,0.53303134,0.69736594,0.45291317,0.6977729,0.5978567,0.7359328,0.39871246,0.7363218,0.63103235,0.8883638,0.33501464,0.8957407,goddess
26,DATASET/TRAIN/goddess/00000296.jpg,0.5234766,0.19906542,0.5326685,0.18565758,0.5098985,0.18580775,0.5476575,0.21247426,0.48662093,0.21493053,0.5933074,0.30441293,0.44494435,0.29744378,0.65525514,0.34505248,0.3617361,0.31696925,0.70878875,0.2687611,0.33002028,0.2229454,0.57143646,0.5349949,0.45360145,0.53528017,0.6631025,0.608257,0.3843356,0.61410534,0.7017903,0.78395814,0.30758873,0.79984117,goddess
27,DATASET/TRAIN/goddess/00000246.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3719536,0.69299084,0.52466005,0.7290124,0.0,0.0,0.6839875,0.79191345,0.0,0.0,0.0,0.0,0.46049196,0.73005706,0.53738904,0.73358893,0.372498,0.68411833,0.45856866,0.68264735,0.35054892,0.7538019,0.39581788,0.7151593,goddess
28,DATASET/TRAIN/goddess/00000173.jpg,0.51924545,0.28006384,0.51847726,0.2754077,0.50511324,0.27660185,0.0,0.0,0.4823812,0.31428683,0.52634645,0.3356857,0.4829048,0.3954746,0.5840844,0.23098867,0.42338043,0.42102075,0.61515033,0.15036547,0.41420928,0.36215082,0.5379679,0.54951316,0.5400969,0.5734429,0.46416965,0.6464,0.64461803,0.66938394,0.34417966,0.7887636,0.64810354,0.8005478,goddess
29,DATASET/TRAIN/goddess/00000127.png,0.51924545,0.28006384,0.51847726,0.2754077,0.50511324,0.27660185,0.0,0.0,0.4823812,0.31428683,0.52634645,0.3356857,0.4829048,0.3954746,0.5840844,0.23098867,0.42338043,0.42102075,0.61515033,0.15036547,0.41420928,0.36215082,0.5379679,0.54951316,0.5400969,0.5734429,0.46416965,0.6464,0.64461803,0.66938394,0.34417966,0.7887636,0.64810354,0.8005478,goddess
30,DATASET/TRAIN/goddess/00000125.jpg,0.5352849,0.121102855,0.54280996,0.10659381,0.5151578,0.104424246,0.0,0.0,0.4670349,0.13589308,0.57790595,0.23684913,0.3987257,0.23677047,0.6467934,0.272574,0.30614617,0.2777273,0.77256507,0.21544586,0.2545359,0.18598624,0.55149853,0.50545037,0.4100418,0.5152458,0.6760973,0.6266927,0.35009402,0.655964,0.6842971,0.8554672,0.23497231,0.8943955,goddess
31,DATASET/TRAIN/goddess/00000216.jpg,0.49150655,0.16629574,0.5191362,0.14602865,0.46357787,0.14535466,0.5615598,0.15667693,0.4254919,0.15592743,0.6240029,0.27308315,0.36961952,0.27192143,0.68052405,0.41290447,0.30848944,0.40953317,0.6237588,0.4577095,0.41180652,0.40387005,0.55565935,0.4966047,0.38125873,0.49517033,0.60596037,0.5718358,0.36740333,0.5713284,0.0,0.0,0.0,0.0,goddess
32,DATASET/TRAIN/goddess/00000134.jpg,0.49612743,0.19349037,0.50932544,0.17465565,0.48390293,0.17636411,0.5315373,0.19762366,0.46462977,0.20272213,0.5741751,0.2882479,0.43192244,0.29591233,0.6400315,0.31899005,0.35043573,0.32307142,0.66253203,0.23800667,0.31886375,0.22621664,0.56305844,0.5596228,0.44876814,0.5632184,0.63103503,0.6764218,0.3692689,0.6814178,0.7133128,0.8923778,0.33020553,0.89876044,goddess
33,DATASET/TRAIN/goddess/00000176.jpg,0.51513267,0.28060207,0.5209997,0.2668389,0.5088847,0.2674569,0.53250116,0.27940193,0.4986242,0.2809626,0.56775755,0.3528324,0.4777598,0.34941858,0.61103684,0.37276062,0.44015655,0.35652968,0.6297549,0.2809261,0.4071388,0.27952337,0.56195086,0.5656453,0.49013138,0.56317174,0.61208814,0.60643655,0.44143495,0.6023588,0.63148654,0.7571965,0.4062678,0.75808275,goddess
34,DATASET/TRAIN/goddess/00000280.jpg,0.48876652,0.20557089,0.5026933,0.19254227,0.4734465,0.19049582,0.5254019,0.22732736,0.45000175,0.2258806,0.5652483,0.3185781,0.42106104,0.3250174,0.6381404,0.3381994,0.33737874,0.35043046,0.7093694,0.26556638,0.28752142,0.24300428,0.5535067,0.5759636,0.43626258,0.5811845,0.6499499,0.67010576,0.36923668,0.6807764,0.70385885,0.8449342,0.28260267,0.8522919,goddess
35,DATASET/TRAIN/goddess/00000242.jpg,0.50701666,0.21464506,0.52150565,0.19675966,0.48677057,0.19776079,0.5422707,0.21025781,0.4585455,0.21437864,0.58831614,0.30298698,0.41445225,0.33163053,0.71269417,0.30558234,0.36905032,0.42591587,0.78724617,0.221396,0.36716667,0.49398112,0.5560565,0.58830047,0.4422477,0.6020248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goddess
36,DATASET/TRAIN/goddess/00000377.jpg,0.80755424,0.69001853,0.81969416,0.69204545,0.80485517,0.6810465,0.0,0.0,0.0,0.0,0.77679795,0.7881622,0.7847753,0.7675396,0.7215055,0.71344316,0.8186822,0.62302697,0.68443483,0.6309769,0.8631525,0.4571565,0.7416008,0.8915209,0.7319641,0.88573515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goddess
37,DATASET/TRAIN/goddess/00000135.jpeg,0.510494,0.36374766,0.5352336,0.3535255,0.490425,0.34949318,0.5672259,0.3769092,0.45169276,0.36863667,0.63587195,0.44047213,0.38721374,0.42636648,0.751655,0.3832086,0.261186,0.3616088,0.8156386,0.2751388,0.16995144,0.2879251,0.58341897,0.6759367,0.37628692,0.66867435,0.7446409,0.7106622,0.23268917,0.6995464,0.83955246,0.88264674,0.11433357,0.8770472,goddess
38,DATASET/TRAIN/goddess/00000228.jpg,0.50701666,0.21464506,0.52150565,0.19675966,0.48677057,0.19776079,0.5422707,0.21025781,0.4585455,0.21437864,0.58831614,0.30298698,0.41445225,0.33163053,0.71269417,0.30558234,0.36905032,0.42591587,0.78724617,0.221396,0.36716667,0.49398112,0.5560565,0.58830047,0.4422477,0.6020248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goddess
39,DATASET/TRAIN/goddess/00000339.jpg,0.51791054,0.30798286,0.5246246,0.29564482,0.510672,0.29478708,0.53694564,0.314897,0.49862117,0.31373364,0.56774104,0.3974134,0.47301996,0.38786522,0.6123199,0.4273844,0.42355335,0.4065112,0.6248649,0.32540387,0.4170722,0.3118479,0.55139804,0.6170787,0.47689897,0.6131368,0.60309005,0.66982794,0.43416783,0.6626459,0.6231543,0.82578224,0.39117488,0.8221699,goddess
40,DATASET/TRAIN/goddess/00000136.jpg,0.49464598,0.45976728,0.5109922,0.4470995,0.47975945,0.44588614,0.53174686,0.45441905,0.45960453,0.45099628,0.534795,0.50824195,0.45745763,0.51087624,0.56011385,0.5026557,0.0,0.0,0.5637644,0.44028398,0.0,0.0,0.52647173,0.64182496,0.46966484,0.6432462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goddess
41,DATASET/TRAIN/goddess/00000269.jpg,0.48876652,0.20557089,0.5026933,0.19254227,0.4734465,0.19049582,0.5254019,0.22732736,0.45000175,0.2258806,0.5652483,0.3185781,0.42106104,0.3250174,0.6381404,0.3381994,0.33737874,0.35043046,0.7093694,0.26556638,0.28752142,0.24300428,0.5535067,0.5759636,0.43626258,0.5811845,0.6499499,0.67010576,0.36923668,0.6807764,0.70385885,0.8449342,0.28260267,0.8522919,goddess
42,DATASET/TRAIN/goddess/00000182.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.4807794,0.14729889,0.0,0.0,0.453807,0.20018966,0.5554965,0.20912348,0.32979497,0.18403026,0.67734,0.20737392,0.23031947,0.15997426,0.76789063,0.15246859,0.47478247,0.4348509,0.55470663,0.43843237,0.3674701,0.58570534,0.6208589,0.5901408,0.29217416,0.7842332,0.7450615,0.7641607,goddess
43,DATASET/TRAIN/goddess/00000369.jpg,0.48630756,0.31004223,0.51146656,0.29755357,0.4640543,0.29540244,0.5428146,0.32283857,0.42252865,0.31855163,0.63481534,0.4014438,0.3229139,0.4011934,0.7705489,0.40405512,0.18609478,0.40761998,0.84061056,0.32300523,0.13067026,0.32446396,0.57838994,0.64272624,0.3416021,0.6443926,0.74010533,0.7251875,0.24617383,0.7292493,0.8005941,0.91262543,0.15955462,0.9159916,goddess
44,DATASET/TRAIN/goddess/00000289.png,0.49736667,0.32778853,0.5031388,0.31567788,0.49178264,0.31664088,0.51580507,0.3268289,0.48417032,0.3297464,0.54270875,0.38992217,0.46703663,0.39497942,0.55199796,0.4703154,0.44712996,0.47491875,0.5158662,0.45298374,0.47378442,0.42995444,0.53257537,0.54526955,0.4683321,0.54699934,0.5793505,0.61589175,0.42737794,0.61955327,0.60428715,0.75731355,0.388411,0.7576675,goddess
45,DATASET/TRAIN/goddess/00000380.jpg,0.51799756,0.30755386,0.5246768,0.29532784,0.51078683,0.2944294,0.5369313,0.31475666,0.49868968,0.31356445,0.5678196,0.39757204,0.47283804,0.38760102,0.6120309,0.4276731,0.42360178,0.4064946,0.6243821,0.32376978,0.41670322,0.31263253,0.5511497,0.6170385,0.47647116,0.61290264,0.60293365,0.6703604,0.43386832,0.66289485,0.62320703,0.8257152,0.39150992,0.8223476,goddess
46,DATASET/TRAIN/goddess/00000266.jpg,0.5187221,0.055868402,0.53040236,0.031628393,0.5065888,0.029164098,0.54927784,0.055538416,0.48130274,0.0504788,0.6031815,0.18375693,0.43189573,0.16965534,0.63464916,0.39920467,0.3923645,0.39797896,0.55646455,0.3368208,0.47373882,0.36665064,0.57708913,0.5033367,0.43135324,0.49729902,0.68790454,0.6093889,0.34124485,0.5958515,0.7651846,0.9036681,0.2768373,0.89414203,goddess
47,DATASET/TRAIN/goddess/00000374.jpg,0.48148432,0.302615,0.50356144,0.2908972,0.4631119,0.28925934,0.5348489,0.31542504,0.43128222,0.31258,0.6033548,0.3828134,0.3744114,0.38816327,0.72377753,0.36623988,0.24660143,0.38536954,0.803898,0.29949358,0.17561235,0.31791782,0.5853795,0.6003858,0.40005693,0.60336244,0.7290531,0.69183606,0.2842687,0.6950623,0.83309764,0.86094016,0.18763338,0.8610756,goddess
48,DATASET/TRAIN/goddess/00000163.jpg,0.51596713,0.19107457,0.5274397,0.18246278,0.50180274,0.1823656,0.54365015,0.2095456,0.47927007,0.21107675,0.58239603,0.2856166,0.44625065,0.2844539,0.66630596,0.28439116,0.3545883,0.28184453,0.7501745,0.22792555,0.28639126,0.22308639,0.5549222,0.4939129,0.4475151,0.49439096,0.6365327,0.64820147,0.38725916,0.65176773,0.69797605,0.8108034,0.31343472,0.82048774,goddess
49,DATASET/TRAIN/goddess/00000262.jpg,0.4610059,0.17190716,0.466877,0.13475204,0.4310779,0.15205675,0.49451295,0.11380798,0.39790416,0.15503882,0.5759955,0.1858271,0.43811673,0.2210873,0.72590196,0.3385676,0.39502993,0.36633807,0.6497978,0.44951627,0.3367723,0.42053542,0.5863761,0.45910552,0.46443152,0.46260414,0.61782527,0.51981443,0.26109186,0.522408,0.7172974,0.76870465,0.12115278,0.7745931,goddess
50,DATASET/TRAIN/goddess/00000209.jpg,0.50637877,0.31585267,0.52057576,0.30333063,0.48788512,0.30260354,0.53792065,0.3230284,0.45188007,0.32281333,0.6127057,0.3975526,0.38829052,0.40602282,0.7358281,0.4539471,0.28674495,0.47901022,0.8767662,0.43020046,0.15441652,0.442209,0.60670185,0.59578764,0.41655973,0.6011621,0.7691945,0.6553431,0.2548637,0.66821164,0.9081595,0.8169677,0.16480385,0.8304214,goddess
51,DATASET/TRAIN/goddess/00000345.jpg,0.49395636,0.26227304,0.5028472,0.25135723,0.4837644,0.2524837,0.5170478,0.27885613,0.46928883,0.28330314,0.52602386,0.34968254,0.46394023,0.36396104,0.57381386,0.26599312,0.4084689,0.301389,0.6063843,0.16354261,0.38295707,0.16793844,0.5221363,0.6125547,0.4671134,0.6188608,0.5742432,0.77610844,0.42977732,0.782463,0.62930155,0.9284689,0.38507995,0.9293797,goddess
52,DATASET/TRAIN/goddess/00000165.jpg,0.49395636,0.26227304,0.5028472,0.25135723,0.4837644,0.2524837,0.5170478,0.27885613,0.46928883,0.28330314,0.52602386,0.34968254,0.46394023,0.36396104,0.57381386,0.26599312,0.4084689,0.301389,0.6063843,0.16354261,0.38295707,0.16793844,0.5221363,0.6125547,0.4671134,0.6188608,0.5742432,0.77610844,0.42977732,0.782463,0.62930155,0.9284689,0.38507995,0.9293797,goddess
53,DATASET/TRAIN/goddess/00000336.jpg,0.5016299,0.40928572,0.51376414,0.40371138,0.48924953,0.40393013,0.5356066,0.41699708,0.46984538,0.41915086,0.5802,0.45597726,0.4346535,0.46269715,0.6512454,0.42678252,0.3549453,0.44161037,0.70997614,0.38774827,0.30206114,0.39942035,0.5583128,0.594425,0.44043002,0.5969352,0.6514503,0.6697085,0.37348086,0.6742307,0.70182306,0.770307,0.30136847,0.77499646,goddess
54,DATASET/TRAIN/goddess/00000274.jpg,0.49911743,0.36503333,0.5160871,0.34698877,0.4789788,0.34722424,0.53350884,0.34952313,0.4454856,0.34887272,0.5247226,0.3949303,0.45507452,0.38412145,0.5707265,0.29793707,0.4242165,0.2707953,0.51302916,0.20317662,0.4837763,0.18913522,0.5427584,0.65294147,0.4812265,0.65236396,0.60793924,0.71104974,0.49367908,0.6979926,0.7084803,0.8634426,0.50498396,0.8532518,goddess
55,DATASET/TRAIN/goddess/00000233.jpg,0.44051608,0.25104535,0.44776377,0.23642132,0.42989996,0.23959604,0.46158275,0.2572171,0.41287637,0.26552215,0.50108075,0.34424242,0.38357705,0.3424608,0.5510486,0.34717554,0.3156077,0.32231727,0.58437276,0.247156,0.28824845,0.2140539,0.48819196,0.6152438,0.39459607,0.6166073,0.55994946,0.75140715,0.34259197,0.7564527,0.5868406,0.91841584,0.27783388,0.9360413,goddess
56,DATASET/TRAIN/goddess/00000357.jpg,0.48630756,0.31004223,0.51146656,0.29755357,0.4640543,0.29540244,0.5428146,0.32283857,0.42252865,0.31855163,0.63481534,0.4014438,0.3229139,0.4011934,0.7705489,0.40405512,0.18609478,0.40761998,0.84061056,0.32300523,0.13067026,0.32446396,0.57838994,0.64272624,0.3416021,0.6443926,0.74010533,0.7251875,0.24617383,0.7292493,0.8005941,0.91262543,0.15955462,0.9159916,goddess
57,DATASET/TRAIN/goddess/00000313.jpg,0.48949814,0.3347963,0.4979071,0.3192552,0.46624503,0.32349983,0.0,0.0,0.42083275,0.3196086,0.5577707,0.3621385,0.35069367,0.37421045,0.53760386,0.44535524,0.32597953,0.45230824,0.5467035,0.50368875,0.40614438,0.46061254,0.5572995,0.5285481,0.3953453,0.5394319,0.6559216,0.6019832,0.32094833,0.62723696,0.6503264,0.70589507,0.2652766,0.73703474,goddess
58,DATASET/TRAIN/goddess/00000247.jpg,0.46235758,0.17697926,0.4735907,0.15984564,0.44825563,0.1628104,0.4919928,0.18100193,0.42890146,0.1888049,0.5323056,0.27299756,0.39860386,0.28062475,0.60047644,0.2873649,0.32356843,0.2849534,0.64187926,0.1833527,0.28085458,0.15117869,0.5099401,0.5388091,0.41299435,0.54429513,0.5763807,0.6785169,0.39169705,0.68893486,0.5742342,0.8436144,0.3303832,0.85785955,goddess
